"# THE WORKING COPY — this file at the art library root is the list the owner works from. The suite regenerates it (and a mirror under build/_image-prompts/) via npm run art-worklist in the suite repo; edit nothing by hand."
"# ART WORK LIST — generated by `node tools/gen-art-worklist.mjs` (npm run art-worklist). Regenerate rather than editing by hand."
"# FILENAMES USE HYPHENS (thri-kreen.webp) — NOT underscores (thri_kreen.webp). The sidecar wiring keys art to hyphenated entry-key slugs; a file named with underscores will never be found."
"# The filename is the slug of the document key (flags.<module>.key after the last dot) + .webp — never the build/ JSON filename, which can disagree with it."
"# The full save path opens every notes cell — every path points into the standalone art library (C:/Projects/FoundryVTT/DakksUltimateTokens/art/<kind-dir>/<slug>.webp). The library is edition-agnostic: the SAME slug reached from two packs or modules is ONE shared file, and the notes name every entry it serves."
"# THE LOOP: generate a batch -> save each file at the exact path in its notes cell -> npm run build in the suite (the build resolves library art by existence; a misnamed file silently does nothing — check the name against this CSV) -> reload Foundry."
"# Creature tokens: PNG with alpha first, verify per IMAGE-BRIEF.md §9, then convert to .webp. Sizes: Tiny–Large 512px, Huge 1024px, Gargantuan 1536px."
"# P1 = generate first (this module). P2 = later. P3 = a real library icon already exists — only for a unified look."
"# emblem = non-physical subject rendered as an item-icon-style sigil/effect; not in the original six kinds, added for full coverage (spells, proficiencies, skills, abilities, tables, journals). Classes are kind 'npc' (class portrait — archetypal member)."
"# CANON BACKLOG rows (kind monster, P3, no suite slot yet) merge the 5e SRD monster list (CC-BY mechanical fields only) with the Too Many Tokens name list (names only), deduped against our own creature rows — art pre-made for future campaigns/editions."
"filename","display_name","kind","size","token_type","visual_brief","priority","notes"
"raisins.webp","Raisins (per lb.)","gear","—","item icon","Cloth raisins","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/raisins.webp; library icon already assigned (icons/consumables/fruit/grapes-bunch-purple.webp) — replace only for a unified look"
"ram.webp","Ram","gear","—","item icon","Leather ram","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/ram.webp; library icon already assigned (icons/creatures/mammals/livestock-sheep-green.webp) — replace only for a unified look"
"rations-dry.webp","Dry Rations (per week)","gear","—","item icon","Cloth dry rations","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/rations-dry.webp; library icon already assigned (icons/consumables/grains/breadsticks-crackers-wrapped-ration-brown.webp) — replace only for a unified look"
"rice.webp","Rice (per lb.)","gear","—","item icon","Cloth rice","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/rice.webp; library icon already assigned (icons/consumables/grains/sack-rice-open-brown.webp) — replace only for a unified look"
"robe-common.webp","Robe, Common","gear","—","item icon","Cloth robe common","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/robe-common.webp; library icon already assigned (icons/equipment/chest/robe-collared-blue.webp) — replace only for a unified look"
"robe-embroidered.webp","Robe, Embroidered","gear","—","item icon","Cloth robe embroidered","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/robe-embroidered.webp; library icon already assigned (icons/equipment/chest/robe-layered-purple.webp) — replace only for a unified look"
"rope-hemp.webp","Rope, Hemp (per 50 feet)","gear","—","item icon","Rope hemp","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/rope-hemp.webp; library icon already assigned (icons/sundries/survival/rope-coil-brown.webp) — replace only for a unified look"
"rope-silk.webp","Rope, Silk (per 50 feet)","gear","—","item icon","Rope silk","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/rope-silk.webp; library icon already assigned (icons/sundries/survival/rope-coiled-tan.webp) — replace only for a unified look"
"sack-extra-large.webp","Sack, Extra-Large","gear","—","item icon","Cloth sack extra-large","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sack-extra-large.webp; library icon already assigned (icons/containers/bags/sack-cloth-heavy-brown.webp) — replace only for a unified look"
"sack-large.webp","Sack, Large","gear","—","item icon","Cloth sack large","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sack-large.webp; library icon already assigned (icons/containers/bags/sack-cloth-brown.webp) — replace only for a unified look"
"sack-small.webp","Sack, Small","gear","—","item icon","Cloth sack small","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sack-small.webp; library icon already assigned (icons/containers/bags/sack-cloth-tan.webp) — replace only for a unified look"
"sack-tiny.webp","Sack, Tiny","gear","—","item icon","Cloth sack tiny","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sack-tiny.webp; library icon already assigned (icons/containers/bags/pouch-cloth-tan.webp) — replace only for a unified look"
"saddle-bags-large.webp","Saddle Bags, Large","gear","—","item icon","Leather saddle bags large","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/saddle-bags-large.webp; library icon already assigned (icons/containers/bags/sack-leather-brown-green.webp) — replace only for a unified look"
"saddle-bags-small.webp","Saddle Bags, Small","gear","—","item icon","Leather saddle bags small","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/saddle-bags-small.webp; library icon already assigned (icons/containers/bags/pouch-leather-silver-brown.webp) — replace only for a unified look"
"saddle-blanket.webp","Saddle Blanket","gear","—","item icon","Cloth saddle blanket","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/saddle-blanket.webp; library icon already assigned (icons/commodities/cloth/cloth-worn-blue.webp) — replace only for a unified look"
"saddle-pack.webp","Saddle, Pack","gear","—","item icon","Leather saddle pack","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/saddle-pack.webp; library icon already assigned (icons/containers/bags/sack-leather-tan.webp) — replace only for a unified look"
"saddle-riding.webp","Saddle, Riding","gear","—","item icon","Leather saddle riding","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/saddle-riding.webp; library icon already assigned (icons/containers/bags/case-embossed-leather-tan.webp) — replace only for a unified look"
"sail.webp","Sail","gear","—","item icon","Cloth sail","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sail.webp; library icon already assigned (icons/commodities/cloth/cloth-roll-worn-tan.webp) — replace only for a unified look"
"salt.webp","Salt (per lb.)","gear","—","item icon","Cloth salt","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/salt.webp; library icon already assigned (icons/consumables/food/salt-seasoning-spice-pink.webp) — replace only for a unified look"
"salted-herring.webp","Salted Herring (per 100)","gear","—","item icon","Cloth salted herring","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/salted-herring.webp; library icon already assigned (icons/consumables/food/dried-meat-jerky-fish-red.webp) — replace only for a unified look"
"sandals.webp","Sandals","gear","—","item icon","Leather sandals","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sandals.webp; library icon already assigned (icons/equipment/feet/shoes-sandals.webp) — replace only for a unified look"
"sash.webp","Sash","gear","—","item icon","Cloth sash","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sash.webp; library icon already assigned (icons/equipment/waist/sash-cloth-red.webp) — replace only for a unified look"
"sealing-wax.webp","Sealing/Candle Wax (per lb.)","gear","—","item icon","A stoppered vial of liquid, sealing/candle wax","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sealing-wax.webp; library icon already assigned (icons/sundries/lights/candle-unlit-red.webp) — replace only for a unified look"
"sedan-chair.webp","Sedan Chair","gear","—","item icon","Hardwood sedan chair","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sedan-chair.webp; library icon already assigned (icons/commodities/wood/furniture-stool-brown.webp) — replace only for a unified look"
"separate-latrine.webp","Separate Latrine for Rooms (per month)","gear","—","item icon","Leather separate latrine for rooms","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/separate-latrine.webp; library icon already assigned (icons/environment/settlement/sewer-entrance.webp) — replace only for a unified look"
"service-bath.webp","Bath","gear","—","item icon","Leather bath","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-bath.webp; library icon already assigned (icons/containers/misc/bucket-wooden-brown.webp) — replace only for a unified look"
"service-clerk.webp","Clerk (per letter)","gear","—","item icon","Leather clerk","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-clerk.webp; library icon already assigned (icons/tools/scribal/ink-quill-red.webp) — replace only for a unified look"
"service-doctor.webp","Doctor, Leech, or Bleeding","gear","—","item icon","Leather doctor leech or bleeding","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-doctor.webp; library icon already assigned (icons/tools/hand/saw-surgical-steel-grey.webp) — replace only for a unified look"
"service-guide-city.webp","Guide, City (per day)","gear","—","item icon","Leather guide city","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-guide-city.webp; library icon already assigned (icons/tools/navigation/map-simple-brown.webp) — replace only for a unified look"
"service-lantern-or-torchbearer.webp","Lantern or Torchbearer (per night)","gear","—","item icon","Leather lantern or torchbearer","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-lantern-or-torchbearer.webp; library icon already assigned (icons/sundries/lights/torch-brown-lit.webp) — replace only for a unified look"
"service-laundry.webp","Laundry (by load)","gear","—","item icon","Leather laundry","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-laundry.webp; library icon already assigned (icons/sundries/survival/soap.webp) — replace only for a unified look"
"service-messenger-city.webp","Messenger, City (per message)","gear","—","item icon","Leather messenger city","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-messenger-city.webp; library icon already assigned (icons/sundries/documents/paper-plain-white.webp) — replace only for a unified look"
"service-minstrel.webp","Minstrel (per performance)","gear","—","item icon","Leather minstrel","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-minstrel.webp; library icon already assigned (icons/tools/instruments/lute-gold-brown.webp) — replace only for a unified look"
"service-mourner.webp","Mourner (per funeral)","gear","—","item icon","Leather mourner","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-mourner.webp; library icon already assigned (icons/environment/settlement/graveyard.webp) — replace only for a unified look"
"service-teamster-with-wagon.webp","Teamster with Wagon (per mile)","gear","—","item icon","Leather teamster with wagon","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/service-teamster-with-wagon.webp; library icon already assigned (icons/environment/settlement/wagon.webp) — replace only for a unified look"
"sewing-needle.webp","Sewing Needle","gear","—","item icon","Metal sewing needle","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sewing-needle.webp; library icon already assigned (icons/tools/hand/sewing-needle-thread.webp) — replace only for a unified look"
"sheep.webp","Sheep","gear","—","item icon","Leather sheep","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sheep.webp; library icon already assigned (icons/creatures/mammals/livestock-sheep-green.webp) — replace only for a unified look"
"shoes.webp","Shoes","gear","—","item icon","Leather shoes","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/shoes.webp; library icon already assigned (icons/equipment/feet/shoes-leather-simple-brown.webp) — replace only for a unified look"
"signal-whistle.webp","Signal Whistle","gear","—","item icon","Metal signal whistle","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/signal-whistle.webp; library icon already assigned (icons/tools/instruments/whistle-copper.webp) — replace only for a unified look"
"signet-ring.webp","Signet Ring or Personal Seal","gear","—","item icon","Soft metal signet ring or personal seal","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/signet-ring.webp; library icon already assigned (icons/equipment/finger/ring-horseshoe-gold-red.webp) — replace only for a unified look"
"silk-jacket.webp","Silk Jacket","gear","—","item icon","Cloth silk jacket","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/silk-jacket.webp; library icon already assigned (icons/equipment/chest/coat-collared-red-gold.webp) — replace only for a unified look"
"small-beer.webp","Small Beer (per gallon)","gear","—","item icon","Hardwood small beer","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/small-beer.webp; library icon already assigned (icons/consumables/drinks/alcohol-beer-stein-wooden-brown.webp) — replace only for a unified look"
"soap.webp","Soap (per lb.)","gear","—","item icon","A stoppered vial of liquid, soap","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/soap.webp; library icon already assigned (icons/sundries/survival/soap.webp) — replace only for a unified look"
"songbird.webp","Songbird","gear","—","item icon","Leather songbird","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/songbird.webp; library icon already assigned (icons/creatures/birds/songbird-yellow-flying.webp) — replace only for a unified look"
"soup.webp","Soup","gear","—","item icon","Fired clay soup","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/soup.webp; library icon already assigned (icons/consumables/food/pot-soup-white.webp) — replace only for a unified look"
"spice-exotic.webp","Spice, Exotic (per lb.)","gear","—","item icon","Cloth spice exotic","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/spice-exotic.webp; library icon already assigned (icons/consumables/food/spice-anise-pod.webp) — replace only for a unified look"
"spice-rare.webp","Spice, Rare (per lb.)","gear","—","item icon","Cloth spice rare","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/spice-rare.webp; library icon already assigned (icons/consumables/plants/dried-herbs-leaves-brown.webp) — replace only for a unified look"
"spice-uncommon.webp","Spice, Uncommon (per lb.)","gear","—","item icon","Cloth spice uncommon","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/spice-uncommon.webp; library icon already assigned (icons/consumables/plants/dried-herb-bundle-brown.webp) — replace only for a unified look"
"spyglass.webp","Spyglass","gear","—","item icon","Spyglass","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/spyglass.webp; library icon already assigned (icons/tools/navigation/spyglass-telescope-brass.webp) — replace only for a unified look"
"stabling-for-horse.webp","Stabling for Horse (daily)","gear","—","item icon","Leather daily stabling for horse","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/stabling-for-horse.webp; library icon already assigned (icons/environment/settlement/stable.webp) — replace only for a unified look"
"surcoat.webp","Surcoat","gear","—","item icon","Cloth surcoat","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/surcoat.webp; library icon already assigned (icons/equipment/chest/vest-cloth-tattered-tan.webp) — replace only for a unified look"
"swan.webp","Swan","gear","—","item icon","Leather swan","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/swan.webp; library icon already assigned (icons/creatures/birds/duck-green.webp) — replace only for a unified look"
"sword-scabbard.webp","Sword Scabbard, Hanger, Baldric","gear","—","item icon","Leather sword scabbard hanger baldric","P3","C:/Projects/FoundryVTT/DakksUltimateTokens/art/equipment/sword-scabbard.webp; library icon already assigned (icons/sundries/survival/leather-strap-brown.webp) — replace only for a unified look"
